t,bin_width,yield,yield_percent_error,acceptance,cs
0.05,0.1,77.80993076844551,8.896975407295962,0.0026019852892601005,171938.16844859405
0.15000000000000002,0.1,460.28809463580325,3.7745568543834978,0.02802958690566683,94418.07654360855
0.25,0.1,315.1492765593574,4.669648110025845,0.03428098819145521,52857.31350398724
0.35000000000000003,0.1,300.0468532077749,4.497465319683531,0.0355091501451188,48583.73533345015
0.525,0.25,531.129359348259,3.142932290691984,0.03458036441323739,35324.24095312151
0.775,0.25,290.0936092907529,3.7610390996002594,0.03219640340942308,20722.058558066103
1.15,0.5,262.56066076710766,3.8148048217558723,0.0044967968166884685,67142.65209407455
1.65,0.5,40.793385760066435,14.257927631570988,0.024779698119774454,1893.0663719373051
