t,bin_width,yield,yield_percent_error,acceptance,cs
0.05,0.1,194.79276117311704,6.161286928391261,0.0025263305537988703,546427.2632249607
0.15000000000000002,0.1,,,0.026148647881992004,
0.25,0.1,,,0.03360443543487702,
0.35000000000000003,0.1,,,0.036196020089204,
0.525,0.25,,,0.03761895672410914,
0.775,0.25,,,0.037918895151662385,
1.15,0.5,,,0.005782818166320732,
1.65,0.5,,,0.032176856555043175,
